model,arm,signal,map,fit,scheme,bin,n,weight,conf_lo,conf_hi,mean_conf,empirical_rate,gap
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_width,7,152,0.5016501650165016,0.756578947368421,0.756578947368421,0.7565789473684211,0.756578947368421,-1.1102230246251565e-16
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_width,8,59,0.19471947194719472,0.8305084745762712,0.8305084745762712,0.8305084745762713,0.8305084745762712,-1.1102230246251565e-16
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_width,9,2,0.006600660066006601,1.0,1.0,1.0,1.0,0.0
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,0,31,0.10231023102310231,0.0,0.631578947368421,0.5721561969439728,0.6774193548387096,0.10526315789473684
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,1,31,0.10231023102310231,0.631578947368421,0.631578947368421,0.631578947368421,0.5806451612903226,-0.0509337860780984
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,2,31,0.10231023102310231,0.631578947368421,0.756578947368421,0.6436757215619694,0.6129032258064516,-0.03077249575551777
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,3,30,0.09900990099009901,0.756578947368421,0.756578947368421,0.756578947368421,0.7666666666666667,0.010087719298245701
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,4,30,0.09900990099009901,0.756578947368421,0.756578947368421,0.756578947368421,0.7333333333333333,-0.023245614035087736
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,5,30,0.09900990099009901,0.756578947368421,0.756578947368421,0.756578947368421,0.8666666666666667,0.11008771929824568
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,6,30,0.09900990099009901,0.756578947368421,0.756578947368421,0.756578947368421,0.7,-0.05657894736842106
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,7,30,0.09900990099009901,0.756578947368421,0.8305084745762712,0.7590432649420159,0.7,-0.05904326494201595
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,8,30,0.09900990099009901,0.8305084745762712,0.8305084745762712,0.830508474576271,0.8,-0.030508474576270928
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,9,30,0.09900990099009901,0.8305084745762712,1.0,0.8418079096045196,0.8666666666666667,0.02485875706214713
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_width,3,2,0.006600660066006601,0.3555356596422662,0.3978030536690582,0.3766693566556622,0.5,0.1233306433443378
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_width,4,9,0.0297029702970297,0.41010785176994274,0.49046590059797185,0.45402675361781014,0.7777777777777778,0.32375102415996765
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_width,5,25,0.08250825082508251,0.5001374366655339,0.5988234724852695,0.5497242502784561,0.76,0.21027574972154395
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_width,6,64,0.21122112211221122,0.6001837470717865,0.6993971884708887,0.6514150116777058,0.75,0.09858498832229423
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_width,7,163,0.5379537953795379,0.700016689400926,0.7996931352303898,0.7595960334107505,0.6932515337423313,-0.06634449966841927
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_width,8,40,0.132013201320132,0.8000331803529918,0.8267209236232711,0.8115251343870131,0.825,0.01347486561298683
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,0,31,0.10231023102310231,0.3555356596422662,0.582718385501319,0.5040443032610179,0.7741935483870968,0.27014924512607885
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,1,31,0.10231023102310231,0.5856334328039995,0.6384570550528693,0.6146199666830582,0.6451612903225806,0.030541323639522444
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,2,31,0.10231023102310231,0.6397139974049347,0.687945961198336,0.6685315444274442,0.8064516129032258,0.13792006847578153
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,3,30,0.09900990099009901,0.6894547926654602,0.7212940160728957,0.7074471082213768,0.7333333333333333,0.025886225111956485
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,4,30,0.09900990099009901,0.7218893561187147,0.7513177771263002,0.7343696799220515,0.6666666666666666,-0.06770301325538486
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,5,30,0.09900990099009901,0.7514075898260392,0.7677291765473802,0.7594810312769079,0.7,-0.05948103127690796
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,6,30,0.09900990099009901,0.7684529968719143,0.7789257377291615,0.7739676736706886,0.7,-0.07396767367068868
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,7,30,0.09900990099009901,0.7791452392156776,0.7898180064099208,0.7842276873179094,0.6333333333333333,-0.15089435398457607
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,8,30,0.09900990099009901,0.7905677840791829,0.8043347875558401,0.7971937420491805,0.8666666666666667,0.06947292461748622
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,held_out_crossfit,equal_mass,9,30,0.09900990099009901,0.8054121450820658,0.8267209236232711,0.8148242467459489,0.7666666666666667,-0.04815758007928217
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_width,4,1,0.0033003300330033004,0.4980679821344621,0.4980679821344621,0.4980679821344621,0.0,-0.4980679821344621
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_width,5,4,0.013201320132013201,0.5469340509095998,0.5968905789795395,0.5749444154532225,0.75,0.1750555845467775
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_width,6,73,0.24092409240924093,0.6012893870874434,0.6996777520786787,0.6641210696826728,0.6575342465753424,-0.006586823107330386
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_width,7,197,0.6501650165016502,0.7004228297317872,0.7991766951675884,0.746505310938261,0.751269035532995,0.0047637245947339535
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_width,8,28,0.0924092409240924,0.8004197150723409,0.8238251758579828,0.8087474678727157,0.7857142857142857,-0.023033182158429977
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,0,31,0.10231023102310231,0.4980679821344621,0.6541058903595062,0.6194554350970928,0.6129032258064516,-0.006552209290641153
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,1,31,0.10231023102310231,0.6546496261396082,0.6916122042221564,0.6755076783681312,0.7419354838709677,0.06642780550283656
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,2,31,0.10231023102310231,0.6923231695196456,0.7085767915596726,0.7001419517469407,0.5161290322580645,-0.18401291948887621
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,3,30,0.09900990099009901,0.7095102074321994,0.7247760009653212,0.717555226694796,0.8333333333333334,0.11577810663853738
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,4,30,0.09900990099009901,0.7254285929407405,0.737588565088436,0.7314084134325971,0.7,-0.03140841343259715
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,5,30,0.09900990099009901,0.7379114175522428,0.7485302637390935,0.7430451618997355,0.7666666666666667,0.023621504766931256
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,6,30,0.09900990099009901,0.7490183219250157,0.7588017407618873,0.7531153941430517,0.7333333333333333,-0.01978206080971845
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,7,30,0.09900990099009901,0.7590861964237051,0.775314700414907,0.765858031059451,0.7333333333333333,-0.03252469772611777
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,8,30,0.09900990099009901,0.7769987391707773,0.7973436930245593,0.785482239673575,0.8666666666666667,0.0811844269930917
Gemma-4-31B-it,twin_redacted,A_cosine_to_real,platt,naive_full_sample,equal_mass,9,30,0.09900990099009901,0.7988622617790291,0.8238251758579828,0.8080989352460886,0.8,-0.008098935246088512
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_width,4,10,0.033003300330033,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8,0.3714285714285715
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_width,5,5,0.0165016501650165,0.5,0.5,0.5,0.8,0.30000000000000004
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_width,6,126,0.4158415841584158,0.6756756756756757,0.6756756756756757,0.6756756756756757,0.7857142857142857,0.11003861003861004
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_width,7,155,0.5115511551155115,0.7288135593220338,0.7941176470588235,0.7739861061975364,0.6838709677419355,-0.09011513845560093
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_width,9,7,0.0231023102310231,1.0,1.0,1.0,0.5714285714285714,-0.4285714285714286
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,0,31,0.10231023102310231,0.42857142857142855,0.6756756756756757,0.5676298418233903,0.8064516129032258,0.2388217710798355
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,1,31,0.10231023102310231,0.6756756756756757,0.6756756756756757,0.6756756756756761,0.8387096774193549,0.16303400174367877
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,2,31,0.10231023102310231,0.6756756756756757,0.6756756756756757,0.6756756756756761,0.7419354838709677,0.06625980819529165
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,3,30,0.09900990099009901,0.6756756756756757,0.6756756756756757,0.675675675675676,0.7333333333333333,0.05765765765765729
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,4,30,0.09900990099009901,0.6756756756756757,0.7288135593220338,0.696930829134219,0.7333333333333333,0.03640250419911428
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,5,30,0.09900990099009901,0.7288135593220338,0.75,0.7309322033898306,0.7,-0.030932203389830604
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,6,30,0.09900990099009901,0.75,0.7941176470588235,0.7794117647058821,0.6666666666666666,-0.11274509803921551
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,7,30,0.09900990099009901,0.7941176470588235,0.7941176470588235,0.7941176470588233,0.7333333333333333,-0.06078431372548998
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,8,30,0.09900990099009901,0.7941176470588235,0.7941176470588235,0.7941176470588233,0.6666666666666666,-0.12745098039215663
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,held_out_crossfit,equal_mass,9,30,0.09900990099009901,0.7941176470588235,1.0,0.842156862745098,0.6666666666666666,-0.17549019607843142
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_width,6,22,0.07260726072607261,0.631578947368421,0.6666666666666666,0.6363636363636364,0.6363636363636364,0.0
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_width,7,253,0.834983498349835,0.7051282051282052,0.7371428571428571,0.7272727272727272,0.7272727272727273,1.1102230246251565e-16
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_width,8,26,0.0858085808580858,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.0
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_width,9,2,0.006600660066006601,1.0,1.0,1.0,1.0,0.0
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,0,31,0.10231023102310231,0.631578947368421,0.7051282051282052,0.6563275434243174,0.6451612903225806,-0.0111662531017368
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,1,31,0.10231023102310231,0.7051282051282052,0.7051282051282052,0.705128205128205,0.7741935483870968,0.0690653432588918
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,2,31,0.10231023102310231,0.7051282051282052,0.7051282051282052,0.705128205128205,0.6774193548387096,-0.027708850289495324
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,3,30,0.09900990099009901,0.7051282051282052,0.7371428571428571,0.7296727716727716,0.7333333333333333,0.003660561660561723
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,4,30,0.09900990099009901,0.7371428571428571,0.7371428571428571,0.737142857142857,0.8,0.06285714285714306
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,5,30,0.09900990099009901,0.7371428571428571,0.7371428571428571,0.737142857142857,0.6,-0.137142857142857
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,6,30,0.09900990099009901,0.7371428571428571,0.7371428571428571,0.737142857142857,0.6666666666666666,-0.07047619047619036
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,7,30,0.09900990099009901,0.7371428571428571,0.7371428571428571,0.737142857142857,0.7666666666666667,0.02952380952380973
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,8,30,0.09900990099009901,0.7371428571428571,0.7371428571428571,0.737142857142857,0.8,0.06285714285714306
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,isotonic,naive_full_sample,equal_mass,9,30,0.09900990099009901,0.7371428571428571,1.0,0.8158095238095238,0.8333333333333334,0.017523809523809608
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_width,5,3,0.009900990099009901,0.5759719263298859,0.5806539734042303,0.5775624012308832,1.0,0.4224375987691168
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_width,6,118,0.38943894389438943,0.6008876246161948,0.6993640525284537,0.6732405673509784,0.7711864406779662,0.09794587332698779
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_width,7,168,0.5544554455445545,0.7006779298232318,0.7942057627108992,0.748855306133706,0.7083333333333334,-0.04052197280037262
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_width,8,14,0.0462046204620462,0.8030425573843909,0.8865999223974567,0.8189945964840327,0.5714285714285714,-0.24756602505546133
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,0,31,0.10231023102310231,0.5759719263298859,0.6629516451284885,0.635136021299416,0.8064516129032258,0.1713155916038097
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,1,31,0.10231023102310231,0.6636641947596145,0.6784603339736226,0.6719021238419555,0.6774193548387096,0.005517230996754163
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,2,31,0.10231023102310231,0.678841491407354,0.6899721534106116,0.6841350140087213,0.8709677419354839,0.18683272792676253
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,3,30,0.09900990099009901,0.6901607505850837,0.701125832305102,0.6950169993194517,0.7666666666666667,0.07164966734721501
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,4,30,0.09900990099009901,0.7013520908542817,0.7119431607216391,0.7061514550458308,0.7666666666666667,0.06051521162083595
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,5,30,0.09900990099009901,0.7129994591488774,0.7463476566895838,0.733953790327193,0.7333333333333333,-0.0006204569938597082
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,6,30,0.09900990099009901,0.7464121063607101,0.7569226501863936,0.7526040572742644,0.7,-0.052604057274264426
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,7,30,0.09900990099009901,0.7572934539792601,0.7656312480598719,0.7623119279177312,0.6333333333333333,-0.12897859458439787
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,8,30,0.09900990099009901,0.7657251389432331,0.7805185452251945,0.7720760747071906,0.6666666666666666,-0.10540940804052401
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,held_out_crossfit,equal_mass,9,30,0.09900990099009901,0.7807124679937206,0.8865999223974567,0.801963095364814,0.6666666666666666,-0.1352964286981474
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_width,7,303,1.0,0.7284125479583765,0.7332867209101769,0.7293239573797226,0.7293729372937293,4.8979914006763714e-05
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,0,31,0.10231023102310231,0.7284125479583765,0.7286687174581704,0.7285474495675313,0.7741935483870968,0.045646098819565495
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,1,31,0.10231023102310231,0.7286785082586885,0.7288194150807891,0.728744828479018,0.6774193548387096,-0.05132547364030837
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,2,31,0.10231023102310231,0.7288238490815003,0.7289522850063435,0.7288936272977438,0.7096774193548387,-0.019216207942905017
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,3,30,0.09900990099009901,0.7289720039261567,0.7290839220860169,0.7290289851282894,0.7,-0.029028985128289442
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,4,30,0.09900990099009901,0.7290968060870482,0.7291873256082713,0.7291471978184075,0.7666666666666667,0.037519468848259185
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,5,30,0.09900990099009901,0.7291901798207803,0.7293298711806196,0.729262710949128,0.7666666666666667,0.03740395571753874
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,6,30,0.09900990099009901,0.7293371089885661,0.72947246909712,0.729401256618274,0.7666666666666667,0.03726541004839268
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,7,30,0.09900990099009901,0.7294770698992269,0.7297185651662517,0.7295914473083945,0.7,-0.02959144730839458
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,8,30,0.09900990099009901,0.7297204656465709,0.7301719619171193,0.7299027825197194,0.7333333333333333,0.003430550813613875
Gemma-4-31B-it,twin_redacted,B_perturbation_cosine,platt,naive_full_sample,equal_mass,9,30,0.09900990099009901,0.7302543399705227,0.7332867209101769,0.7307788203372156,0.7,-0.030778820337215684
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_width,0,16,0.04953560371517028,0.0,0.0,0.0,0.5625,0.5625
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_width,2,17,0.05263157894736842,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.7058823529411765,0.4915966386554622
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_width,4,32,0.09907120743034056,0.4,0.46875,0.4666015625,0.65625,0.1896484375
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_width,5,1,0.0030959752321981426,0.5,0.5,0.5,0.0,-0.5
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_width,6,102,0.3157894736842105,0.6363636363636364,0.6666666666666666,0.6577540106951874,0.5196078431372549,-0.1381461675579324
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_width,7,144,0.4458204334365325,0.704225352112676,0.7735849056603774,0.7337163266109585,0.7291666666666666,-0.004549659944291906
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_width,8,4,0.01238390092879257,0.8,0.8,0.8,1.0,0.19999999999999996
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_width,9,7,0.021671826625386997,1.0,1.0,1.0,0.7142857142857143,-0.2857142857142857
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,0,33,0.1021671826625387,0.0,0.21428571428571427,0.11038961038961038,0.6363636363636364,0.525974025974026
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,1,33,0.1021671826625387,0.4,0.5,0.4676136363636364,0.6363636363636364,0.16874999999999996
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,2,33,0.1021671826625387,0.6363636363636364,0.6666666666666666,0.6391184573002755,0.3939393939393939,-0.24517906336088158
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,3,32,0.09907120743034056,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.46875,-0.19791666666666663
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,4,32,0.09907120743034056,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.65625,-0.01041666666666663
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,5,32,0.09907120743034056,0.6666666666666666,0.704225352112676,0.698356807511737,0.78125,0.08289319248826299
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,6,32,0.09907120743034056,0.704225352112676,0.704225352112676,0.704225352112676,0.75,0.045774647887323994
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,7,32,0.09907120743034056,0.704225352112676,0.7735849056603774,0.722057976791567,0.75,0.027942023208432976
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,8,32,0.09907120743034056,0.7735849056603774,0.7735849056603774,0.7735849056603774,0.625,-0.1485849056603774
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,held_out_crossfit,equal_mass,9,32,0.09907120743034056,0.7735849056603774,1.0,0.8264150943396227,0.78125,-0.04516509433962268
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_width,0,1,0.0030959752321981426,0.0,0.0,0.0,0.0,0.0
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_width,3,9,0.02786377708978328,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_width,4,40,0.1238390092879257,0.475,0.475,0.475,0.475,0.0
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_width,5,61,0.18885448916408668,0.5,0.5897435897435898,0.5573770491803279,0.5573770491803278,-1.1102230246251565e-16
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_width,6,53,0.16408668730650156,0.660377358490566,0.660377358490566,0.6603773584905659,0.660377358490566,1.1102230246251565e-16
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_width,7,143,0.44272445820433437,0.7142857142857143,0.7279411764705882,0.7272727272727271,0.7272727272727273,2.220446049250313e-16
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_width,8,15,0.04643962848297214,0.8571428571428571,0.875,0.8666666666666668,0.8666666666666667,-1.1102230246251565e-16
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_width,9,1,0.0030959752321981426,1.0,1.0,1.0,1.0,0.0
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,0,33,0.1021671826625387,0.0,0.475,0.42196969696969694,0.3939393939393939,-0.028030303030303017
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,1,33,0.1021671826625387,0.475,0.5,0.4871212121212121,0.5151515151515151,0.028030303030303017
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,2,33,0.1021671826625387,0.5,0.5897435897435898,0.5734265734265735,0.5151515151515151,-0.05827505827505841
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,3,32,0.09907120743034056,0.5897435897435898,0.660377358490566,0.6338896952104499,0.65625,0.02236030478955009
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,4,32,0.09907120743034056,0.660377358490566,0.660377358490566,0.660377358490566,0.6875,0.027122641509433998
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,5,32,0.09907120743034056,0.660377358490566,0.7279411764705882,0.7228426748057714,0.71875,-0.004092674805771357
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,6,32,0.09907120743034056,0.7279411764705882,0.7279411764705882,0.7279411764705882,0.84375,0.1158088235294118
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,7,32,0.09907120743034056,0.7279411764705882,0.7279411764705882,0.7279411764705882,0.625,-0.1029411764705882
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,8,32,0.09907120743034056,0.7279411764705882,0.7279411764705882,0.7279411764705882,0.6875,-0.0404411764705882
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,isotonic,naive_full_sample,equal_mass,9,32,0.09907120743034056,0.7279411764705882,1.0,0.801470588235294,0.84375,0.042279411764705954
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,platt,held_out_crossfit,equal_width,0,1,0.0030959752321981426,0.09548415823066816,0.09548415823066816,0.09548415823066816,0.0,-0.09548415823066816
Gemma-4-31B-it,zeroinfo_named,A_cosine_to_real,platt,held_out_crossfit,equal_width,1,7,0.021671826625386997,0.13572657948839909,0.19585235933043432,0.16687897282934536,0.42857142857142855,0.2616924557420832
